0.00000000	0.00000188
0.02000000	0.00001063
0.04000000	0.00002010
0.06000000	-0.00002203
0.08000000	-0.00024586
0.10000000	-0.00085135
0.12000000	-0.00205434
0.14000000	-0.00404319
0.16000000	-0.00699028
0.18000000	-0.01108383
0.20000000	-0.01653253
0.22000000	-0.02352653
0.24000000	-0.03216803
0.26000000	-0.04241553
0.28000000	-0.05407332
0.30000000	-0.06681967
0.32000000	-0.08023897
0.34000000	-0.09382466
0.36000000	-0.10696141
0.38000000	-0.11892145
0.40000000	-0.12889315
0.42000000	-0.13603369
0.44000000	-0.13952411
0.46000000	-0.13860939
0.48000000	-0.13263377
0.50000000	-0.12108862
0.52000000	-0.10365807
0.54000000	-0.08024500
0.56000000	-0.05098897
0.58000000	-0.01627199
0.60000000	0.02330107
0.62000000	0.06694181
0.64000000	0.11373119
0.66000000	0.16265745
0.68000000	0.21261993
0.70000000	0.26244033
0.72000000	0.31090293
0.74000000	0.35679378
0.76000000	0.39892875
0.78000000	0.43617284
0.80000000	0.46745342
0.82000000	0.49178021
0.84000000	0.50826581
0.86000000	0.51613331
0.88000000	0.51471510
0.90000000	0.50346841
0.92000000	0.48202639
0.94000000	0.45025049
0.96000000	0.40823863
0.98000000	0.35629833
1.00000000	0.29492256
1.02000000	0.22478286
1.04000000	0.14672861
1.06000000	0.06179323
1.08000000	-0.02880095
1.10000000	-0.12366095
1.12000000	-0.22124466
1.14000000	-0.31987532
1.16000000	-0.41777925
1.18000000	-0.51313698
1.20000000	-0.60412075
1.22000000	-0.68892475
1.24000000	-0.76580264
1.26000000	-0.83311846
1.28000000	-0.88939461
1.30000000	-0.93333735
1.32000000	-0.96385668
1.34000000	-0.98008572
1.36000000	-0.98137914
1.38000000	-0.96730399
1.40000000	-0.93765126
1.42000000	-0.89245978
1.44000000	-0.83203508
1.46000000	-0.75697215
1.48000000	-0.66818283
1.50000000	-0.56689771
1.52000000	-0.45462236
1.54000000	-0.33307016
1.56000000	-0.20411604
1.58000000	-0.06978514
1.60000000	0.06775469
1.62000000	0.20623131
1.64000000	0.34333116
1.66000000	0.47675198
1.68000000	0.60423500
1.70000000	0.72358909
1.72000000	0.83272219
1.74000000	0.92969671
1.76000000	1.01280020
1.78000000	1.08058707
1.80000000	1.13187687
1.82000000	1.16574920
1.84000000	1.18156264
1.86000000	1.17898809
1.88000000	1.15804409
1.90000000	1.11911845
1.92000000	1.06295306
1.94000000	0.99060345
1.96000000	0.90341789
1.98000000	0.80302419
2.00000000	0.69127905
2.02000000	0.57019113
2.04000000	0.44185180
2.06000000	0.30839651
2.08000000	0.17199916
2.10000000	0.03486142
2.12000000	-0.10083031
2.14000000	-0.23296284
2.16000000	-0.35954243
2.18000000	-0.47871327
2.20000000	-0.58876171
2.22000000	-0.68814092
2.24000000	-0.77550834
2.26000000	-0.84974299
2.28000000	-0.90995287
2.30000000	-0.95549222
2.32000000	-0.98596809
2.34000000	-1.00121607
2.36000000	-1.00127010
2.38000000	-0.98636072
2.40000000	-0.95693476
2.42000000	-0.91366036
2.44000000	-0.85740344
2.46000000	-0.78919349
2.48000000	-0.71019365
2.50000000	-0.62166851
2.52000000	-0.52494353
2.54000000	-0.42137940
2.56000000	-0.31238943
2.58000000	-0.19946928
2.60000000	-0.08419075
2.62000000	0.03183148
2.64000000	0.14697244
2.66000000	0.25961278
2.68000000	0.36813395
2.70000000	0.47092600
2.72000000	0.56642830
2.74000000	0.65316437
2.76000000	0.72974516
2.78000000	0.79487974
2.80000000	0.84742214
2.82000000	0.88642411
2.84000000	0.91115583
2.86000000	0.92109638
2.88000000	0.91593569
2.90000000	0.89559937
2.92000000	0.86025471
2.94000000	0.81029602
2.96000000	0.74634889
2.98000000	0.66930251
3.00000000	0.58033780
3.02000000	0.48090825
3.04000000	0.37267750
3.06000000	0.25746066
3.08000000	0.13719824
3.10000000	0.01393757
3.12000000	-0.11020918
3.14000000	-0.23311509
3.16000000	-0.35268326
3.18000000	-0.46688282
3.20000000	-0.57376551
3.22000000	-0.67148998
3.24000000	-0.75837586
3.26000000	-0.83294991
3.28000000	-0.89396482
3.30000000	-0.94042415
3.32000000	-0.97161005
3.34000000	-0.98708182
3.36000000	-0.98667039
3.38000000	-0.97048572
3.40000000	-0.93890307
3.42000000	-0.89253308
3.44000000	-0.83220385
3.46000000	-0.75894335
3.48000000	-0.67395506
3.50000000	-0.57860004
3.52000000	-0.47438593
3.54000000	-0.36295337
3.56000000	-0.24605327
3.58000000	-0.12551923
3.60000000	-0.00324147
3.62000000	0.11885872
3.64000000	0.23887179
3.66000000	0.35496329
3.68000000	0.46541176
3.70000000	0.56859992
3.72000000	0.66301308
3.74000000	0.74727537
3.76000000	0.82018227
3.78000000	0.88070737
3.80000000	0.92800782
3.82000000	0.96142931
3.84000000	0.98050730
3.86000000	0.98498109
3.88000000	0.97481491
3.90000000	0.95020506
3.92000000	0.91156259
3.94000000	0.85949303
3.96000000	0.79480083
3.98000000	0.71848942
4.00000000	0.63171978
4.02000000	0.53576100
4.04000000	0.43198564
4.06000000	0.32188479
4.08000000	0.20706047
4.10000000	0.08921147
4.12000000	-0.02988649
4.14000000	-0.14842137
4.16000000	-0.26458599
4.18000000	-0.37660793
4.20000000	-0.48278215
4.22000000	-0.58149606
4.24000000	-0.67123097
4.26000000	-0.75056929
4.28000000	-0.81822768
4.30000000	-0.87309100
4.32000000	-0.91423036
4.34000000	-0.94091566
4.36000000	-0.95263033
4.38000000	-0.94908955
4.40000000	-0.93026130
4.42000000	-0.89637574
4.44000000	-0.84791784
